,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,用水类型,用电类型,燃气价格,别墅类型
77,['锦绣东方二期 3室2厅 东北'],213,18900,锦绣东方二期,成华,万象城,3室2厅1厨2卫,高楼层 (共33层),112.7㎡,平层,91.92㎡,板楼,东北,框架结构,精装,三梯六户,有,2021/11/20,商品房,2019/10/24,普通住宅,满两年,非共有,"
                                有抵押 110万元 中信银行 金融公司垫资
                              ",已上传房本照片,,,,
78,['城投东庐 2室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,城投东庐,成华,万年场,2室1厅1厨1卫,高楼层 (共27层),74.59㎡,平层,59.22㎡,塔楼,东南,钢混结构,简装,两梯六户,有,2021/9/20,限价商品房,2017/6/29,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
79,['阳光100米娅中心一期 3室3厅 北'],暂无数据,首付及贷款情况请咨询经纪人,阳光100米娅中心一期,成华,万年场,3室3厅1厨1卫,中楼层 (共19层),92.32㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,三梯十户,有,2021/11/17,商品房,2014/12/24,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
80,['城投东庐 3室2厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,城投东庐,成华,万年场,3室2厅1厨1卫,高楼层 (共29层),88.85㎡,平层,70.63㎡,塔楼,西南,钢混结构,精装,两梯六户,有,2021/10/13,限价商品房,2017/7/11,普通住宅,满两年,非共有,"
                                有抵押 20万元 成都银行 业主自还
                              ",已上传房本照片,,,,
81,['阳光100米娅中心一期 3室1厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,阳光100米娅中心一期,成华,万年场,3室1厅1厨2卫,高楼层 (共29层),98.77㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,三梯八户,有,2021/11/19,商品房,2015/3/4,普通住宅,满五年,非共有,"
                                有抵押 40万元 业主自还
                              ",已上传房本照片,,,,
82,['一环路东二段48号 3室1厅 东'],109,11860,一环路东二段48号,成华,猛追湾,3室1厅1厨1卫,中楼层 (共6层),91.91㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯两户,无,2021/9/30,商品房,1998/2/16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
83,['富临大厦 3室2厅 南 北'],160,11766,富临大厦,成华,猛追湾,3室2厅1厨2卫,中楼层 (共32层),135.99㎡,平层,暂无数据,板楼,南 北,框架结构,精装,三梯八户,有,2020/12/25,已购公房,2003/4/3,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
84,['城投东庐 3室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,城投东庐,成华,万年场,3室1厅1厨2卫,高楼层 (共33层),89.54㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯六户,有,2021/9/18,限价商品房,2016/11/16,普通住宅,满五年,共有,"
                                有抵押 20万元 建设银行 客户偿还
                              ",已上传房本照片,,,,
85,['城投东庐 3室1厅 西'],暂无数据,首付及贷款情况请咨询经纪人,城投东庐,成华,万年场,3室1厅1厨1卫,中楼层 (共27层),88.27㎡,平层,70.08㎡,塔楼,西,钢混结构,简装,两梯六户,有,2021/6/3,限价商品房,2016/4/13,普通住宅,满五年,共有,"
                                有抵押 23万元 建行 业主自还
                              ",已上传房本照片,,,,
86,['城投东庐 3室1厅 东'],暂无数据,首付及贷款情况请咨询经纪人,城投东庐,成华,万年场,3室1厅1厨1卫,中楼层 (共29层),88.15㎡,平层,暂无数据,塔楼,东,钢混结构,精装,两梯六户,有,2021/9/10,限价商品房,2019/6/10,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
87,['上东壹号丽景苑 3室1厅 西'],166,19081,上东壹号丽景苑,成华,动物园,3室1厅1厨1卫,高楼层 (共18层),87㎡,平层,暂无数据,板塔结合,西,钢混结构,精装,两梯六户,有,2021/12/19,商品房,2020/5/13,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
88,['祥和里87号 3室1厅 东'],105,10560,祥和里87号,成华,猛追湾,3室1厅1厨1卫,中楼层 (共7层),99.44㎡,平层,暂无数据,板楼,东,混合结构,简装,一梯两户,暂无数据,2020/12/22,已购公房,2013/8/21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
89,['首创爱这城三期 2室1厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,首创爱这城三期,成华,建设路,2室1厅1厨1卫,低楼层 (共29层),83.5㎡,平层,暂无数据,板塔结合,西南,框架结构,精装,两梯六户,有,2021/12/18,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 2万元 业主自还
                              ",未上传房本照片,,,,
90,['首汇观筑 2室1厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,首汇观筑,成华,李家沱,2室1厅1厨1卫,中楼层 (共18层),85㎡,平层,暂无数据,板塔结合,西北,钢混结构,简装,两梯四户,有,2021/10/28,商品房,2013/10/10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
91,['二环路东三段25号 3室2厅 南 北'],59,9168,二环路东三段25号,成华,新华公园,3室2厅1厨1卫,高楼层 (共5层),64.36㎡,平层,58㎡,板楼,南 北,砖混结构,毛坯,一梯一户,无,2021/9/18,商品房,2013/8/5,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
92,['成华奥园广场二期 3室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,成华奥园广场二期,成华,万年场,3室1厅1厨1卫,中楼层 (共26层),79.79㎡,平层,64.79㎡,板塔结合,东南,钢混结构,简装,三梯八户,有,2021/10/20,商品房,2019/10/14,普通住宅,满两年,共有,"
                                有抵押 55万元 建设银行 业主自还
                              ",已上传房本照片,,,,
93,['领地海纳时代 3室1厅 东南'],123,17327,领地海纳时代,成华,动物园,3室1厅1厨1卫,中楼层 (共29层),70.99㎡,平层,62㎡,板塔结合,东南,钢混结构,简装,三梯八户,有,2021/9/23,商品房,2018/9/23,普通住宅,满两年,非共有,"
                                有抵押 70万元
                              ",已上传房本照片,,,,
94,['金科一城 3室1厅 东南'],164,18618,金科一城,成华,动物园,3室1厅1厨1卫,中楼层 (共20层),88.09㎡,平层,70.23㎡,塔楼,东南,钢混结构,精装,两梯七户,有,2021/10/19,商品房,2015/9/18,普通住宅,满五年,非共有,"
                                有抵押 40万元 建行
                              ",已上传房本照片,,,,
95,['华润二十四城四期 3室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,华润二十四城四期,成华,万象城,3室2厅1厨1卫,中楼层 (共29层),89.49㎡,平层,72.31㎡,板塔结合,南,钢混结构,简装,两梯五户,有,2021/9/5,商品房,2015/5/8,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
96,['平景苑西区 3室1厅 东南'],145,13556,平景苑西区,成华,李家沱,3室1厅1厨1卫,中楼层 (共7层),106.97㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯四户,无,2021/4/10,商品房,2001/11/21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
97,['富临理宫 3室2厅 西南 东北'],189,22021,富临理宫,成华,理工大,3室2厅1厨1卫,低楼层 (共32层),85.83㎡,平层,64.29㎡,板楼,西南 东北,钢混结构,精装,两梯四户,有,2021/9/13,商品房,2016/8/11,普通住宅,满五年,非共有,"
                                有抵押 30万元 银行 客户偿还
                              ",已上传房本照片,,,,
98,['紫东芯座 3室1厅 南'],192,22402,紫东芯座,成华,万象城,3室1厅1厨1卫,高楼层 (共33层),85.71㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯四户,有,2021/10/16,商品房,2014/3/14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
99,['华润二十四城三期 4室1厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,华润二十四城三期,成华,万象城,4室1厅1厨2卫,中楼层 (共30层),128.14㎡,平层,107.11㎡,板塔结合,西北,钢混结构,精装,两梯六户,有,2021/4/23,商品房,2016/11/14,普通住宅,满五年,共有,"
                                有抵押 160万元 平安 金融公司垫资
                              ",已上传房本照片,,,,
100,['招商雍华府二期 3室1厅 东南'],218,23797,招商雍华府二期,成华,驷马桥,3室1厅1厨1卫,中楼层 (共20层),91.61㎡,平层,75.16㎡,板塔结合,东南,钢混结构,精装,两梯六户,有,2021/3/10,商品房,2015/12/4,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
101,['北回归线一期 3室1厅 东 西'],146,16060,北回归线一期,成华,驷马桥,3室1厅1厨1卫,中楼层 (共22层),90.91㎡,平层,73.93㎡,板塔结合,东 西,钢混结构,精装,两梯六户,有,2021/8/15,商品房,2010/6/9,普通住宅,满五年,非共有,"
                                有抵押 10万元 业主自还
                              ",已上传房本照片,,,,
102,['万科金域蓝湾一期 4室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,万科金域蓝湾一期,成华,建设路,4室2厅1厨2卫,高楼层 (共35层),86.88㎡,平层,66.81㎡,塔楼,东南,钢混结构,精装,两梯四户,有,2021/3/21,商品房,2010/3/19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
103,['兴元华盛二期 3室2厅 东南'],157,15490,兴元华盛二期,成华,驷马桥,3室2厅1厨2卫,高楼层 (共18层),101.36㎡,平层,88.14㎡,板楼,东南,钢混结构,精装,两梯四户,有,2021/8/1,商品房,2010/6/23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
104,['世茂玉锦湾一期 2室1厅 东南'],100,12417,世茂玉锦湾一期,成华,猛追湾,2室1厅1厨1卫,中楼层 (共53层),80.54㎡,平层,53.53㎡,塔楼,东南,钢混结构,精装,六梯二十户,有,2021/11/10,商品房,2015/4/15,普通住宅,满五年,非共有,"
                                有抵押 10万元 银行 业主自还
                              ",已上传房本照片,,,,
105,['东晖花园四期 3室2厅 东南'],189,15215,东晖花园四期,成华,八里小区,3室2厅1厨2卫,高楼层 (共7层),124.22㎡,平层,暂无数据,板楼,东南,混合结构,简装,一梯四户,无,2020/10/27,商品房,2016/12/30,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
106,['中国铁建北湖国际城二期 3室1厅 南 北'],156,17098,中国铁建北湖国际城二期,成华,龙潭寺,3室1厅1厨2卫,低楼层 (共32层),91.24㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,三梯八户,有,2021/10/28,商品房,2018/12/19,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
107,['蓝光锦绣城 3室1厅 西南'],185,21522,蓝光锦绣城,成华,成渝立交,3室1厅1厨2卫,中楼层 (共30层),85.96㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,三梯六户,有,2021/8/20,商品房,2018/3/20,普通住宅,满两年,共有,"
                                有抵押 20万元 业主自还
                              ",已上传房本照片,,,,
108,['龙湖三千城A区 3室2厅 东北'],暂无数据,首付及贷款情况请咨询经纪人,龙湖三千城A区,成华,SM广场,3室2厅1厨1卫,高楼层 (共34层),94.48㎡,平层,77.54㎡,板塔结合,东北,钢混结构,精装,三梯六户,有,2021/11/2,商品房,2012/7/27,普通住宅,满五年,非共有,"
                                有抵押 100万元
                              ",已上传房本照片,,,,
109,['北回归线二期 3室2厅 东南'],133,14593,北回归线二期,成华,驷马桥,3室2厅1厨1卫,低楼层 (共22层),91.14㎡,平层,73.93㎡,板塔结合,东南,钢混结构,简装,两梯六户,有,2021/9/19,商品房,2010/7/28,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
110,['红枫岭三期 3室1厅 西北'],196,17720,红枫岭三期,成华,东郊记忆,3室1厅1厨2卫,高楼层 (共33层),110.61㎡,平层,89.59㎡,板塔结合,西北,钢混结构,精装,三梯六户,有,2021/6/3,商品房,2011/7/10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
111,['华润二十四城七期 3室1厅 东'],暂无数据,首付及贷款情况请咨询经纪人,华润二十四城七期,成华,万象城,3室1厅1厨1卫,低楼层 (共41层),93.42㎡,平层,暂无数据,板塔结合,东,钢混结构,毛坯,三梯六户,有,2021/7/25,商品房,2019/11/15,普通住宅,满两年,非共有,"
                                有抵押 68万元 民生银行 业主自还
                              ",已上传房本照片,,,,
112,['上行东方 2室2厅 西'],142,16019,上行东方,成华,八里小区,2室2厅1厨1卫,中楼层 (共18层),88.65㎡,平层,暂无数据,板楼,西,框架结构,简装,两梯三户,有,2021/11/23,商品房,2008/4/22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
113,['金宇花园 2室2厅 西北'],83,12416,金宇花园,成华,万象城,2室2厅1厨1卫,低楼层 (共7层),66.85㎡,平层,暂无数据,塔楼,西北,钢混结构,精装,一梯四户,无,2021/11/28,商品房,2011/4/20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
